,p,to,q
1313,132586.961356,25.71,801623.744825
1314,125589.77777,25.6916666667,683481.948457
1315,129460.132763,25.6733333333,795772.032807
1316,129319.595243,25.655,743227.95106
1317,125409.821863,25.6366666667,689031.967978
1318,131318.578853,25.6183333333,789165.895021
1319,128558.627765,25.6,736937.708718
1320,125276.436064,25.59,667783.068713
1321,126812.199383,25.58,764892.649488
1322,125099.569157,25.57,649635.660995
1323,126327.989497,25.56,759012.299422
1324,125411.460452,25.55,707062.633012
1325,124876.482998,25.54,654047.798279
1326,125731.280712,25.53,752119.30388
1327,124816.808562,25.52,700494.906266
1328,124686.111192,25.51,648170.932047
1329,125352.084236,25.5,745681.244322
1330,124575.226924,25.49,632351.833388
1331,124775.06569,25.48,739797.642305
1332,124466.764121,25.47,688247.432908
1333,124412.272752,25.46,637126.811662
1334,126222.39139,25.45,733241.630802
1335,124337.343954,25.44,621390.931867
1336,125597.116027,25.43,727588.196405
1337,124253.089554,25.42,676949.868137
1338,124198.727717,25.41,626344.375553
1339,125154.314862,25.4,721130.844416
1340,124100.656408,25.39,671393.114797
1341,124047.634656,25.38,620862.695727
1342,124614.134005,25.37,715115.365838
1343,123947.642628,25.36,605441.199657
1344,123992.704757,25.35,709539.968813
1345,123844.044939,25.34,660646.11037
1346,123792.064857,25.33,610431.519968
1347,123740.951783,25.32,703080.50132
1348,123690.919451,25.31,595245.56963
1349,123641.741476,25.3,697806.358688
1350,123593.203804,25.29,650219.328818
1351,123545.139546,25.28,600280.553654
1352,123497.424896,25.27,691949.359918
1353,123449.975391,25.26,585254.664674
1354,123402.73105,25.25,686963.586995
1355,123355.633392,25.24,639971.161844
1356,123308.648766,25.23,590307.250083
1357,123261.753041,25.22,681536.528048
1358,123214.926488,25.21,575493.914161
1359,123168.154719,25.2,676583.971811
1360,123121.429599,25.19,570771.957339
1361,123074.73919,25.18,671586.418583
1362,123028.081412,25.17,625129.527733
1363,122981.452437,25.16,575868.891194
1364,122934.8456,25.15,666346.062102
1365,122888.269769,25.14,561320.533005
1366,122841.708632,25.13,661580.98783
1367,122795.168831,25.12,615455.049762
1368,122748.648568,25.11,566466.569259
1369,122702.145346,25.1,656426.09873
1370,122655.669454,25.09,552406.227083
1371,122609.206946,25.08,651649.46741
1372,122562.759852,25.07,605919.289434
1373,122516.328417,25.06,557163.769462
1374,122469.916016,25.05,646687.43756
1375,122423.524958,25.04,544028.235942
1376,122377.146323,25.03,642176.262513
1377,122330.778166,25.02,539947.936796
1378,122284.426034,25.01,637313.86736
1379,122238.099578,25.0,592088.859094
1380,122197.706189,25.0,539975.32436
1381,122164.61644,25.0,626771.727942
1382,122135.780079,25.0,527248.758921
1383,122109.906782,25.0,621986.065805
1384,122086.183365,25.0,523496.211464
1385,122064.049056,25.0,617375.803418
1386,122043.088524,25.0,572773.971603
1387,122022.99021,25.0,527819.355094
1388,122003.517472,25.0,612679.943138
1389,121984.509783,25.0,516128.521172
1390,121965.850521,25.0,608359.494388
1391,121947.437462,25.0,564736.691918
1392,121929.208767,25.0,520515.624234
1393,121911.104739,25.0,603782.093986
1394,121893.107859,25.0,508899.697952
1395,121875.197249,25.0,599359.207262
1396,121857.340097,25.0,505340.719524
1397,121839.515492,25.0,595091.064365
1398,121821.718496,25.0,552907.915987
1399,121803.945805,25.0,509793.639976
1400,121786.183806,25.0,590981.181035
1401,121768.431858,25.0,498334.42516
1402,121750.692807,25.0,586566.956991
1403,121732.959228,25.0,494880.660093
1404,121715.223813,25.0,582322.416146
1405,121697.49025,25.0,541598.136429
1406,121679.762644,25.0,499433.89968
1407,121662.037923,25.0,578493.942019
1408,121644.315416,25.0,488921.983673
1409,121626.59306,25.0,574673.817118
1410,121608.863135,25.0,485964.011824
1411,121591.130273,25.0,571103.831287
1412,121573.401631,25.0,483025.21598
1413,121555.674003,25.0,567330.912056
1414,121537.946326,25.0,527766.318767
1415,121520.217373,25.0,487144.327822
1416,121502.488455,25.0,563574.787121
1417,121484.751563,25.0,477274.579329
1418,121467.011235,25.0,559998.097661
1419,121449.273903,25.0,474399.604321
1420,121431.53727,25.0,556331.810593
1421,121413.799919,25.0,517785.243272
1422,121396.062297,25.0,478602.89122
1423,121378.324172,25.0,552754.679648
1424,121360.584897,25.0,468829.025128
1425,121342.844908,25.0,549267.549309
1426,121325.103521,25.0,466044.591079
1427,121307.360878,25.0,545606.938936
1428,121289.616303,25.0,507992.001223
1429,121271.871349,25.0,470247.731376
1430,121254.124587,25.0,542248.539386
1431,121236.375723,25.0,460606.681834
1432,121218.625283,25.0,538913.644675
1433,121200.874528,25.0,457894.584498
1434,121183.122498,25.0,535567.127901
1435,121165.368112,25.0,455205.86637
1436,121147.621385,25.0,532483.120133
1437,121129.87516,25.0,496847.126269
1438,121112.123243,25.0,459530.808209
1439,121094.368093,25.0,529395.894962
1440,121058.103791,24.99,444140.480597
1441,120998.996173,24.98,518581.274247
1442,120926.57829,24.97,440600.990539
1443,120844.8737,24.96,515466.003824
1444,120756.412276,24.95,481872.787968
1445,120662.998639,24.94,444907.090578
1446,120565.952462,24.93,512347.649355
1447,120466.230863,24.92,435682.184042
1448,120364.553943,24.91,509443.994655
1449,120261.449597,24.9,433231.892283
1450,120157.303717,24.89,506713.698595
1451,120052.397132,24.88,473851.574502
1452,119946.951908,24.87,437254.537172
1453,119841.115913,24.86,504113.416674
1454,119735.022032,24.85,428431.298427
1455,119628.754464,24.84,501226.821135
1456,119522.361512,24.83,426012.707283
1457,119415.891666,24.82,498494.577415
1458,119309.386977,24.81,423639.972547
1459,119202.869968,24.8,495846.455492
1460,119096.357705,24.79,463299.597176
1461,118989.870076,24.78,427658.726574
1462,118883.413202,24.77,493364.560967
1463,118776.993398,24.76,419300.850868
1464,118670.620526,24.75,490630.682079
1465,118564.296202,24.74,417339.634658
1466,118458.021414,24.73,488005.627989
1467,118351.800543,24.72,455585.107118
1468,118245.644694,24.71,420942.926275
1469,118139.558487,24.7,485710.77177
1470,117102.854807,24.69,413570.581825
1471,117919.70383,24.68,483013.504051
1472,116328.381861,24.67,411633.123557
1473,117696.647143,24.66,480374.639977
1474,117591.681242,24.65,447938.510667
1475,116362.061457,24.64,415226.013012
1476,117378.373057,24.63,478025.63573
1477,114705.098117,24.62,407900.286023
1478,117151.63289,24.61,475216.597498
1479,114103.939138,24.6,406590.787578
1480,116925.241704,24.59,472578.157366
1481,116824.759082,24.58,440613.673249
1482,113991.0454,24.57,409605.059651
1483,116610.357953,24.56,470382.876576
1484,113438.705623,24.55,406133.400596
1485,116389.331303,24.54,467886.063128
1486,113137.994361,24.53,405866.671144
1487,116171.577309,24.52,465201.51218
1488,116075.24792,24.51,433933.93972
1489,111983.655535,24.5,405266.703328
1490,115856.583563,24.49,462610.881945
1491,112440.150892,24.48,405391.083756
1492,115639.209546,24.47,459977.502109
1493,112124.950724,24.46,405110.036707
1494,115426.105777,24.45,457924.677744
1495,115332.460708,24.44,428337.114495
1496,111038.177852,24.43,404589.670407
1497,115116.911417,24.42,455641.747457
1498,111440.151949,24.41,404664.939738
1499,114900.724035,24.4,453307.864996
1500,111123.904231,24.41,404400.974956
1501,114676.60418,24.42,450660.380258
1502,114573.352651,24.43,423072.605136
1503,110041.472942,24.44,403955.495137
1504,114331.158987,24.45,448528.711215
1505,110348.254244,24.46,403991.928774
1506,114081.825732,24.47,446150.377002
1507,109990.374466,24.48,403742.663238
1508,113833.142207,24.49,444559.085905
1509,113723.103062,24.5,417504.109643
1510,108921.452648,24.51,403362.748789
1511,113469.887183,24.52,442502.274273
1512,109197.281213,24.53,403400.930576
1513,113212.207234,24.54,440507.751248
1514,112528.834083,24.55,414148.621641
1515,108109.025685,24.56,403017.678171
1516,112837.74545,24.57,438416.045685
1517,108368.416489,24.58,403124.522233
1518,112578.442908,24.59,436772.614492
1519,110171.090872,24.6,410908.942941
1520,107277.486829,24.61,402690.063566
1521,112185.772471,24.62,435471.50962
1522,107637.793871,24.63,403260.788114
1523,111931.582164,24.64,433429.467624
1524,107300.945299,24.65,403258.825925
1525,111678.089893,24.66,431382.370277
1526,107832.694075,24.67,406586.970223
1527,106100.077852,24.68,402442.620675
1528,111271.265049,24.69,430230.616629
1529,106513.745422,24.7,403399.195973
1530,111020.326911,24.71,428090.27919
1531,106912.983483,24.72,406279.548208
1532,105393.762667,24.73,402693.252466
1533,110616.357168,24.74,427252.874117
1534,105701.926069,24.75,403533.346191
1535,110366.147896,24.76,425749.535656
1536,105977.393541,24.77,405946.065154
1537,104652.666656,24.78,402930.51968
1538,109959.327452,24.79,424050.023059
1539,104851.763444,24.8,403651.257565
1540,109408.354758,24.81,422669.457376
1541,104990.568493,24.82,405588.6752
1542,103878.928044,24.83,403165.65077
1543,108454.740353,24.84,421136.307418
1544,103971.110174,24.85,403779.097579
1545,107614.718411,24.86,419327.982697
1546,103966.027799,24.87,405261.067898
1547,103126.435671,24.88,403403.093635
1548,106909.841499,24.89,418095.525185
1549,103670.897459,24.9,405157.83061
1550,103004.518019,24.91,403561.35752
1551,106264.441103,24.92,416183.516917
1552,103211.233285,24.93,403983.10103
1553,105722.661978,24.94,414472.188677
1554,103323.685952,24.95,404899.502521
1555,102850.815952,24.96,403791.050147
1556,105280.761463,24.97,413296.923232
1557,102968.176517,24.98,404108.720651
1558,104621.919189,24.99,411160.007534
1559,102999.896312,25.0,404765.143547
1560,102682.238145,24.9716666667,404026.787556
1561,104212.266178,24.9433333333,410132.451516
1562,102862.513703,24.915,404850.652814
1563,102574.626959,24.8866666667,404149.097155
1564,103712.939635,24.8583333333,408765.743367
1565,102546.04978,24.83,404248.024487
1566,103166.448669,24.8016666667,407046.431771
1567,102578.643868,24.7733333333,404877.315902
1568,101871.289403,24.745,404297.332304
1569,102484.992285,24.7166666667,406811.687128
1570,101997.795504,24.6883333333,404959.556129
1571,101821.871936,24.66,404385.82102
1572,99206.1438023,24.6316666667,406855.190475
1573,98674.4630154,24.6033333333,404382.2707
1574,99296.4248658,24.575,406565.703287
1575,98982.4328512,24.5466666667,405052.950946
1576,98891.019254,24.5183333333,404492.41658
1577,99428.3429698,24.49,406432.679976
1578,99139.0148578,24.4616666667,405122.922416
1579,99027.3302472,24.4333333333,404566.519732
1580,99504.8082847,24.405,406342.849033
1581,99237.5112854,24.3766666667,405184.068127
1582,99113.7462593,24.3483333333,404631.546726
1583,99512.9963145,24.32,406143.644284
1584,99299.2008604,24.2916666667,405235.832181
1585,99178.7366963,24.2633333333,404726.093815
1586,99524.5605154,24.235,406054.907054
1587,99212.1317164,24.2066666667,404781.503224
1588,99515.8228841,24.1783333333,405967.041418
1589,99356.7497662,24.15,405311.213207
1590,99252.176751,24.1216666667,404890.59184
1591,99477.7176293,24.0933333333,405768.817349
1592,99378.9131662,24.065,405362.722114
1593,99286.7319335,24.0366666667,404996.109571
1594,99496.3478712,24.0083333333,405818.081107
1595,99398.6584704,23.98,405422.461076
1596,99315.5424601,23.9516666667,405096.266662
1597,99514.9421734,23.9233333333,405881.884571
1598,99414.7245184,23.895,405479.975321
1599,99340.9598378,23.8666666667,405193.311637
1600,99525.0993022,23.8383333333,405920.748743
1601,99430.6467596,23.81,405543.808505
1602,99364.6360748,23.7816666667,405288.916293
1603,99542.1510258,23.7533333333,405991.163442
1604,99441.4738498,23.725,405590.687982
1605,99387.1227686,23.6966666667,405382.721567
1606,99554.3446469,23.6683333333,406044.717705
1607,99460.9351532,23.64,405673.732804
1608,99409.4604689,23.6116666667,405477.118777
1609,99564.7827426,23.5833333333,406092.316779
1610,99482.7734338,23.555,405766.864103
1611,99431.9320585,23.5266666667,405572.388841
1612,99577.0901778,23.4983333333,406147.570102
1613,99504.8784897,23.47,405861.115574
1614,99454.6856558,23.4416666667,405668.824918
1615,99587.5632626,23.4133333333,406195.655874
1616,99527.1474809,23.385,405956.099264
1617,99477.7567698,23.3566666667,405766.43551
1618,99603.4557912,23.3283333333,406264.935439
1619,99550.074924,23.3,406053.247222
1620,99564.0664853,23.2816666667,406120.086528
1621,99509.1823962,23.2633333333,405909.448036
1622,99618.8539274,23.245,406348.50853
1623,99576.570308,23.2266666667,406183.89167
1624,99526.7768264,23.2083333333,405994.651391
1625,99630.7716205,23.19,406409.995563
1626,99595.6630845,23.1716666667,406273.194404
1627,99546.7805784,23.1533333333,406086.700592
1628,99644.6297857,23.135,406477.220753
1629,99616.0583588,23.1166666667,406365.885874
1630,99631.5798573,23.0983333333,406433.756006
1631,99577.0970888,23.08,406220.97677
1632,99673.1501928,23.0616666667,406603.39098
1633,99643.8074073,23.0433333333,406487.584751
1634,99594.9522609,23.025,406299.230942
1635,99692.1684411,23.0066666667,406686.063588
1636,99663.2943855,22.9883333333,406572.399497
1637,99614.9101916,22.97,406386.082642
1638,99712.419034,22.9516666667,406774.233017
1639,99683.8893876,22.9333333333,406662.012063
1640,99699.4637378,22.915,406729.235324
1641,99645.1027169,22.8966666667,406516.196735
1642,99741.0930559,22.8783333333,406897.643792
1643,99711.768327,22.86,406781.274385
1644,99726.6271971,22.8416666667,406844.861349
1645,99671.7224924,22.8233333333,406629.068384
1646,99767.047773,22.805,407007.478297
1647,99737.2704228,22.7866666667,406888.977162
1648,99688.2344287,22.7683333333,406698.993497
1649,99784.8133194,22.75,407082.763186
1650,99755.6973866,22.7316666667,406967.554571
1651,99770.6985182,22.7133333333,407031.953996
1652,99716.1219973,22.695,406817.455766
1653,99811.4429975,22.6766666667,407196.192258
1654,99781.8262227,22.6583333333,407078.373799
1655,99796.3934769,22.64,407140.561036
1656,99741.4245977,22.6216666667,406924.287959
1657,99836.4574784,22.6033333333,407301.511062
1658,99806.5692976,22.585,407182.417702
1659,99820.8822259,22.5666666667,407243.477527
1660,99765.7640222,22.5483333333,407026.471683
1661,99860.5713787,22.53,407402.736463
1662,99830.4435181,22.5116666667,407282.731637
1663,99844.7141809,22.4933333333,407343.3586
1664,99789.5062181,22.475,407126.047964
1665,99884.1036264,22.4566666667,407501.491033
1666,99854.0500076,22.4383333333,407381.691717
1667,99868.2199756,22.42,407442.115303
1668,99813.0429694,22.4016666667,407224.838341
1669,99907.6086416,22.3833333333,407600.204111
1670,99877.5144468,22.365,407480.2249
1671,99891.6362065,22.3466666667,407540.459058
1672,99836.5383427,22.3283333333,407323.44079
1673,99930.9785894,22.31,407698.334837
1674,99900.9125094,22.2916666667,407578.462945
1675,99915.0021065,22.2733333333,407638.557458
1676,99860.0849939,22.255,407422.134192
1677,99954.4683786,22.2366666667,407796.929777
1678,99924.4661378,22.2183333333,407677.314447
1679,99938.6439005,22.2,407737.812779
1680,99948.4811491,22.2,407772.341754
1681,99893.7607125,22.2,407551.21962
1682,99989.0232898,22.2,407924.128959
1683,99959.7652956,22.2,407803.202952
1684,99974.9900859,22.2,407863.93417
1685,99983.9815458,22.2,407897.848232
1686,99928.6319867,22.2,407676.624744
1687,100023.33929,22.2,408049.270958
1688,99993.5847224,22.2,407928.021105
1689,100008.374769,22.2,407988.531083
1690,99954.2133934,22.2,407773.261213
1691,100049.350464,22.2,408149.231294
1692,100020.1582,22.2,408031.456834
1693,100035.337818,22.2,408094.483513
1694,100044.486413,22.2,408131.141949
1695,99989.364929,22.2,407912.409181
1696,100084.111927,22.2,408286.90146
1697,100054.644478,22.2,408168.057982
1698,100069.595386,22.2,408230.294152
1699,100078.575034,22.2,408266.320353
1700,100086.121705,22.2,408296.298687
1701,100030.13471,22.2,408073.581999
1702,100124.054632,22.2,408444.33701
1703,100093.981556,22.2,408322.815486
1704,100108.326855,22.2,408382.605773
1705,100116.742301,22.2,408416.31917
1706,100061.141728,22.2,408195.776324
1707,100155.309622,22.2,408567.907364
1708,100125.335803,22.2,408447.260833
1709,100139.874078,22.2,408507.968974
1710,100148.508554,22.2,408542.916345
1711,100155.790727,22.2,408572.022435
1712,100099.678083,22.2,408348.964372
1713,100193.375056,22.2,408719.077212
1714,100163.073288,22.2,408596.885355
1715,100177.398555,22.2,408656.744407
1716,100185.731347,22.2,408690.397461
1717,100192.760047,22.2,408718.478799
1718,100136.503178,22.2,408494.930146
1719,100229.94636,22.2,408864.077212
1720,100199.608233,22.2,408741.77208
1721,100213.77179,22.2,408801.064465
1722,100222.049247,22.2,408834.494575
1723,100228.984155,22.2,408862.357599
1724,100235.203989,22.2,408886.677213
1725,100178.352403,22.2,408660.320518
1726,100271.229022,22.2,409026.951963
1727,100240.375076,22.2,408902.439241
1728,100254.10328,22.2,408959.907382
1729,100261.982072,22.2,408991.669667
1730,100268.567263,22.2,409018.241741
1731,100274.520947,22.2,409041.571284
1732,100217.404407,22.2,408814.232462
1733,100309.966639,22.2,409179.747184
1734,100278.956373,22.2,409054.745454
1735,100292.511119,22.2,409111.51632
1736,100300.259255,22.2,409143.034108
1737,100306.727217,22.2,409169.200677
1738,100312.56946,22.2,409192.219553
1739,100317.867647,22.2,409212.583372
1740,100326.835897,22.1916666667,409253.041844
1741,100268.644256,22.1833333333,409026.069476
1742,100358.975987,22.175,409387.575551
1743,100326.186007,22.1666666667,409259.42686
1744,100337.98451,22.1583333333,409313.236752
1745,100344.229043,22.15,409342.123735
1746,100349.318712,22.1416666667,409365.984606
1747,100353.727811,22.1333333333,409386.504881
1748,100357.921673,22.125,409405.220062
1749,100361.668141,22.1166666667,409421.88515
1750,100302.7474,22.1083333333,409189.321542
1751,100393.387436,22.1,409549.453828
1752,100360.844472,22.0916666667,409420.159756
1753,100372.840997,22.0833333333,409472.959002
1754,100379.250179,22.075,409501.026696
1755,100384.416398,22.0666666667,409524.146825
1756,100389.070447,22.0583333333,409544.453062
1757,100393.348887,22.05,409562.692084
1758,100397.179846,22.0416666667,409578.955854
1759,100400.684464,22.0333333333,409593.544683
1760,100403.984591,22.025,409607.023353
1761,100406.883318,22.0166666667,409618.962023
1762,100347.289148,22.0083333333,409382.474911
1763,100437.142389,22.0,409738.843967
1764,100403.840171,21.9916666667,409605.887496
1765,100415.28822,21.9833333333,409655.974821
1766,100421.037513,21.975,409681.144131
1767,100425.765066,21.9666666667,409701.94091
1768,100429.844766,21.9583333333,409719.844839
1769,100433.692225,21.95,409736.137749
1770,100438.685612,21.9416666667,409756.880968
1771,100443.843872,21.9333333333,409778.013858
1772,100448.910834,21.925,409798.508903
1773,100453.580898,21.9166666667,409817.564756
1774,100458.177774,21.9083333333,409836.039642
1775,100462.488128,21.9,409853.576685
1776,100466.702803,21.8916666667,409870.446831
1777,100470.728269,21.8833333333,409886.817584
1778,100412.387526,21.875,409655.304866
1779,100503.552576,21.8666666667,410017.084195
1780,100471.757215,21.8583333333,409890.313544
1781,100484.746611,21.85,409946.866329
1782,100492.224642,21.8416666667,409979.283641
1783,100498.903804,21.8333333333,410008.323777
1784,100505.182872,21.825,410035.500232
1785,100511.146203,21.8166666667,410060.983209
1786,100516.98789,21.8083333333,410085.623411
1787,100522.684248,21.8,410109.397784
1788,100528.095829,21.7916666667,410132.133881
1789,100533.582941,21.7833333333,410154.870366
1790,100538.901277,21.775,410177.089774
1791,100544.130572,21.7666666667,410198.847697
1792,100547.224224,21.7583333333,410211.979476
1793,100551.860303,21.75,410231.482832
1794,100556.961917,21.7416666667,410252.685072
1795,100562.160636,21.7333333333,410274.151517
1796,100567.302319,21.725,410295.674752
1797,100572.454505,21.7166666667,410317.201761
1798,100577.729534,21.7083333333,410339.135117
1799,100582.977888,21.7,410361.285559
1800,100607.260642,21.7266666667,410458.917313
1801,100613.136462,21.7533333333,410487.061134
1802,100617.21652,21.78,410511.420071
1803,100620.930187,21.8066666667,410535.79885
1804,100624.202117,21.8333333333,410559.773112
1805,100635.504521,21.86,410616.782118
1806,100645.153728,21.8866666667,410668.012354
1807,100653.852273,21.9133333333,410716.304075
1808,100662.851038,21.94,410766.355083
1809,100669.768549,21.9666666667,410808.393553
1810,100678.218472,21.9933333333,410856.676158
1811,100687.180501,22.02,410906.820462
1812,100696.159429,22.0466666667,410956.950708
1813,100705.298731,22.0733333333,411007.507728
1814,100714.633123,22.1,411058.588125
1815,100724.139555,22.1266666667,411110.05788
1816,100733.794196,22.1533333333,411161.786211
1817,100743.696427,22.18,411214.111644
1818,100753.764348,22.2066666667,411266.757096
1819,100781.77044,22.2333333333,411390.164911
1820,100815.11596,22.26,411534.028101
1821,101538.08858,22.2866666667,412666.241754
1822,101848.202265,22.3133333333,413947.298219
1823,102161.704084,22.34,415240.756754
1824,103358.095825,22.3666666667,420043.060787
1825,102463.300016,22.3933333333,416429.513437
1826,103316.645069,22.42,420032.020223
1827,103552.247103,22.4466666667,420924.431187
1828,103864.089256,22.4733333333,422226.755867
1829,104190.364133,22.5,423567.224296
1830,104452.69233,22.5266666667,424650.275961
1831,104701.933401,22.5533333333,425685.56587
1832,104954.197885,22.58,426733.4793
1833,105202.974331,22.6066666667,427766.594701
1834,105450.693168,22.6333333333,428795.23103
1835,105696.209623,22.66,429815.580683
1836,105943.230802,22.6866666667,430842.052294
1837,106189.034261,22.7133333333,431862.540287
1838,106434.379476,22.74,432881.182921
1839,106680.073238,22.7666666667,433901.303025
1840,106926.25399,22.7933333333,434923.380148
1841,108755.863038,22.82,439485.821433
1842,107004.16477,22.8466666667,435580.898085
1843,108755.863038,22.8733333333,438862.334471
1844,108755.863038,22.9,439433.139529
1845,108755.863038,22.9266666667,440413.837877
1846,108755.863038,22.9533333333,441422.637126
1847,108755.863038,22.98,442437.628361
1848,108755.863038,23.0066666667,443454.568778
1849,108755.863038,23.0333333333,444473.095315
1850,108755.863038,23.06,445492.908025
1851,108755.863038,23.0866666667,446515.119668
1852,108755.863038,23.1133333333,447540.143904
1853,108755.863038,23.14,452250.155342
1854,108755.863038,23.1666666667,450635.885912
1855,108755.863038,23.1933333333,454405.833358
1856,108755.863038,23.22,455089.608472
1857,108755.863038,23.2466666667,456162.567955
1858,108755.863038,23.2733333333,457265.422016
1859,108755.863038,23.3,458370.372798
1860,108755.863038,23.3383333333,460974.440494
1861,108755.863038,23.3766666667,462270.206949
1862,108755.863038,23.415,477782.919077
1863,108755.863038,23.4533333333,463582.208897
1864,108755.863038,23.4916666667,467152.770456
1865,108755.863038,23.53,467471.842907
1866,108755.863038,23.5683333333,468626.504829
1867,108755.863038,23.6066666667,469862.195222
1868,108755.863038,23.645,471094.904992
1869,108755.863038,23.6833333333,472332.328388
1870,108755.863038,23.7216666667,492782.875091
1871,108755.863038,23.76,473309.639832
1872,108755.863038,23.7983333333,478068.162095
1873,108755.863038,23.8366666667,478167.092296
1874,108755.863038,23.875,479400.034242
1875,108755.863038,23.9133333333,480642.541965
1876,108755.863038,23.9516666667,481896.739937
1877,108755.863038,23.99,483155.783221
1878,108755.863038,24.0283333333,507390.214718
1879,108755.863038,24.0666666667,483021.78384
1880,108755.863038,24.105,488752.541863
1881,108755.863038,24.1433333333,489078.068044
1882,108755.863038,24.1816666667,490246.086372
1883,108755.863038,24.22,491506.946993
1884,108755.863038,24.2583333333,492770.939608
1885,108755.863038,24.2966666667,520321.593454
1886,108755.863038,24.335,492580.959182
1887,108755.863038,24.3733333333,498419.193721
1888,108755.863038,24.4116666667,498705.016656
1889,108755.863038,24.45,499900.110263
1890,108755.863038,24.4883333333,501134.223351
1891,108755.863038,24.5266666667,530955.560023
1892,108755.863038,24.565,500944.717014
1893,108755.863038,24.6033333333,506691.092586
1894,108755.863038,24.6416666667,506951.515538
1895,108755.863038,24.68,508117.789296
1896,108755.863038,24.7183333333,509356.649442
1897,108755.863038,24.7566666667,542041.118625
1898,108755.863038,24.795,509269.285669
1899,108755.863038,24.8333333333,515035.130095
1900,108755.863038,24.8716666667,515228.778106
1901,108755.863038,24.91,516401.55823
1902,108755.863038,24.9483333333,551398.289071
1903,108755.863038,24.9866666667,516324.392851
1904,108755.863038,25.025,522649.359044
1905,108755.863038,25.0633333333,522132.083915
1906,108755.863038,25.1016666667,522928.86465
1907,108755.863038,25.14,560031.788931
1908,108755.863038,25.1783333333,522164.739385
1909,108755.863038,25.2166666667,530151.473192
1910,108755.863038,25.255,527525.792872
1911,108755.863038,25.2933333333,528289.556301
1912,108755.863038,25.3316666667,567863.20614
1913,108755.863038,25.37,527516.819103
1914,108755.863038,25.4083333333,537758.979223
1915,108755.863038,25.4466666667,533145.701754
1916,108755.863038,25.485,533864.117869
1917,108755.863038,25.5233333333,575440.302612
1918,108755.863038,25.5616666667,532929.318979
1919,108755.863038,25.6,542443.397729
1920,115999.309119,25.6183333333,783546.274507
1921,119388.508957,25.6366666667,798784.226982
1922,123783.944973,25.655,858335.753337
1923,117086.400917,25.6733333333,775200.924794
1924,119630.682086,25.6916666667,819705.237034
1925,119448.692868,25.71,812648.402863
1926,124278.196614,25.7283333333,874237.31171
1927,117789.16844,25.7466666667,789372.319163
1928,120536.753129,25.765,834601.004783
1929,120453.914471,25.7833333333,826906.117016
1930,120502.12726,25.8016666667,829284.000682
1931,125614.628896,25.82,890703.656854
1932,119024.087681,25.8383333333,804429.819926
1933,121919.461454,25.8566666667,850958.313655
1934,121857.348939,25.875,842818.028648
1935,126878.800706,25.8933333333,904668.868845
1936,120210.07996,25.9116666667,817724.014886
1937,123142.297305,25.93,864569.07278
1938,123103.146037,25.9483333333,856535.50824
1939,128159.903026,25.9666666667,918311.380231
1940,121388.518112,25.985,830801.016329
1941,124333.812069,26.0033333333,877731.144511
1942,124284.284005,26.0216666667,869498.363258
1943,129391.150141,26.04,931493.519323
1944,122546.792966,26.0583333333,843729.07641
1945,125520.148343,26.0766666667,890934.170311
1946,125472.020104,26.095,882648.702739
1947,130617.287683,26.1133333333,944769.19976
1948,123682.722534,26.1316666667,856522.24677
1949,126657.581713,26.15,903734.143059
1950,126577.489628,26.1683333333,895028.167601
1951,131725.481889,26.1866666667,956953.168775
1952,124689.574674,26.205,868030.137598
1953,127645.281243,26.2233333333,915040.975016
1954,127561.120104,26.2416666667,906267.602324
1955,132757.093859,26.26,968517.080382
1956,125669.355768,26.2783333333,879387.742789
1957,128629.268929,26.2966666667,926475.494243
1958,133804.09587,26.315,978032.214263
1959,126432.272083,26.3333333333,888635.965427
1960,129415.753288,26.3516666667,935792.80976
1961,129313.034652,26.37,926685.765566
1962,134553.624736,26.3883333333,989082.424926
1963,127346.455849,26.4066666667,899251.178574
1964,130320.083065,26.425,946628.472817
1965,135579.646419,26.4433333333,998508.759595
1966,128098.435339,26.4616666667,908596.612383
1967,131093.09364,26.48,955992.459692
1968,130985.613319,26.4983333333,946718.676123
1969,136276.00431,26.5166666667,1009389.7168
1970,128958.273461,26.535,918891.028961
1971,131927.310058,26.5533333333,966358.478246
1972,137240.999021,26.5716666667,1018305.50625
1973,129650.194871,26.59,927804.233221
1974,132660.665572,26.6083333333,975517.678935
1975,132556.016567,26.6266666667,966138.893523
1976,137898.332353,26.645,1029167.88801
1977,130488.440201,26.6633333333,938094.720682
1978,133462.417338,26.6816666667,985794.512264
1979,138838.980612,26.7,1037935.74776
1980,131149.600239,26.7266666667,946855.644309
1981,134202.485867,26.7533333333,995223.157592
1982,139619.406683,26.78,1047470.65447
1983,131888.658221,26.8066666667,956184.199224
1984,134916.818862,26.8333333333,1004310.69274
1985,140372.003678,26.86,1056777.85065
1986,132598.109342,26.8866666667,965194.262758
1987,135617.257703,26.9133333333,1013279.757
1988,135506.063242,26.94,1003484.68248
1989,140965.31102,26.9666666667,1067144.87761
1990,133424.130293,26.9933333333,974962.696927
1991,136420.031288,27.02,1023190.13
1992,142015.402321,27.0466666667,1075821.37565
1993,134254.164039,27.0733333333,983784.827381
1994,137342.54554,27.1,1032236.98935
1995,143009.893089,27.1266666667,1084943.4148
1996,135205.899343,27.1533333333,992529.229541
1997,138309.786051,27.18,1040967.57758
1998,144026.802958,27.2066666667,1093703.69286
1999,136171.283164,27.2333333333,1000995.23044
2000,139290.060875,27.26,1049517.93893
