,p,to,q
4939,153075.947463,29.2666666667,1130337.25791
4940,159319.273161,29.285,1183185.23675
4941,150393.6137,29.3033333333,1086594.91175
4942,159892.280388,29.3216666667,1200786.32989
4943,151150.023154,29.34,1091607.05443
4944,153910.915726,29.3583333333,1140991.1777
4945,160204.768891,29.3766666667,1194088.49256
4946,151245.715768,29.395,1097250.80189
4947,160794.780991,29.4133333333,1212031.31756
4948,152024.96071,29.4316666667,1102402.4072
4949,154778.225799,29.45,1151992.42606
4950,161146.78603,29.4683333333,1205555.82222
4951,152167.510886,29.4866666667,1108590.64618
4952,161788.709675,29.505,1224140.55477
4953,153020.321682,29.5233333333,1114362.28289
4954,155818.247449,29.5416666667,1164669.99874
4955,162261.176717,29.56,1218544.32945
4956,153233.612316,29.5783333333,1121280.07915
4957,162907.922339,29.5966666667,1237381.32273
4958,154093.531642,29.615,1127023.04179
4959,156872.122502,29.6333333333,1177450.66029
4960,163345.332229,29.6516666667,1231280.72027
4961,154238.57174,29.67,1133424.32993
4962,163946.78006,29.6883333333,1249966.76871
4963,155097.872813,29.7066666667,1139129.91725
4964,157882.444059,29.725,1189943.2877
4965,164421.295183,29.7433333333,1244063.4368
4966,155263.630005,29.7616666667,1145851.88164
4967,165016.48438,29.78,1262911.87816
4968,156120.427836,29.7983333333,1151453.61657
4969,158877.860159,29.8166666667,1202334.30289
4970,165445.363589,29.835,1256426.36516
4971,156218.578267,29.8533333333,1157688.01773
4972,166013.085864,29.8716666667,1275294.40496
4973,157091.606113,29.89,1163395.86242
4974,166532.90754,29.9083333333,1281760.15121
4975,157635.547431,29.9266666667,1169433.60248
4976,160374.760632,29.945,1220694.3845
4977,167017.652851,29.9633333333,1275000.88712
4978,157700.021681,29.9816666667,1175611.71907
4979,167550.466552,30.0,1293905.52914
4980,158590.79322,30.01,1181079.64138
4981,161548.254491,30.02,1234142.98167
4982,168390.823337,30.03,1288720.9723
4983,159127.662101,30.04,1189120.42721
4984,169199.81585,30.05,1308109.03289
4985,160278.111256,30.06,1194713.65688
4986,169985.973859,30.07,1314346.37749
4987,161094.997537,30.08,1200552.29567
4988,163989.26752,30.09,1252484.94315
4989,170992.485846,30.1,1307274.29168
4990,161634.543816,30.11,1207024.82445
4991,171898.749868,30.12,1326924.42589
4992,162896.609524,30.13,1212801.00035
4993,172764.683145,30.14,1333319.32583
4994,163767.683117,30.15,1218672.03623
4995,166690.147829,30.16,1271011.09228
4996,173834.187761,30.17,1325943.07935
4997,164308.260815,30.18,1224938.17142
4998,174729.092655,30.19,1345607.47264
4999,165505.835417,30.2,1229686.26901
5000,175509.592242,30.21,1351197.37997
5001,166405.812749,30.22,1235778.4874
5002,169352.830711,30.23,1288575.42626
5003,176641.141537,30.24,1343762.10819
5004,166950.470627,30.25,1242086.20404
5005,177517.830522,30.26,1363455.39364
5006,168258.264367,30.27,1247642.60528
5007,178430.58545,30.28,1370067.7045
5008,169200.701144,30.29,1253858.95315
5009,172174.052214,30.3,1307143.56094
5010,179586.821404,30.31,1362320.84254
5011,169693.476174,30.32,1259737.26829
5012,180391.63411,30.33,1381651.13554
5013,170958.611822,30.34,1264642.46278
5014,181236.359402,30.35,1387633.85396
5015,171856.294935,30.36,1270394.60229
5016,174833.14293,30.37,1323989.41918
5017,182390.920412,30.38,1379440.50317
5018,172335.731538,30.39,1276249.30848
5019,183196.064177,30.4,1398997.24251
5020,173626.434975,30.41,1281097.71699
5021,184034.997609,30.42,1404853.90082
5022,174515.692587,30.43,1286665.23225
5023,177512.012364,30.44,1340714.19146
5024,185227.508075,30.45,1396498.947
5025,175015.107962,30.46,1292760.79289
5026,186047.849395,30.47,1416392.89919
5027,176345.484133,30.48,1297649.70525
5028,186901.936717,30.49,1422294.41424
5029,177240.914736,30.5,1303133.44969
5030,187844.91902,30.51,1428187.3024
5031,178160.752546,30.52,1308903.54906
5032,181189.339506,30.53,1363602.23928
5033,189102.945551,30.54,1419651.58598
5034,178654.657014,30.55,1315047.69493
5035,189917.35372,30.56,1439838.67445
5036,180030.250773,30.57,1319940.99764
5037,190793.64144,30.58,1445850.04496
5038,180963.043759,30.59,1325601.65571
5039,184014.718046,30.6,1380799.95432
5040,179196.827875,30.6,1319815.79137
5041,167639.52163,30.6,1222133.2478
5042,178668.33903,30.6,1344659.18155
5043,169078.143043,30.6,1226386.66206
5044,179107.930974,30.6,1350467.31947
5045,169516.008075,30.6,1231516.01812
5046,179532.814672,30.6,1355961.8023
5047,169929.931066,30.6,1236796.7762
5048,172658.587225,30.6,1290990.12172
5049,179957.626158,30.6,1346760.63954
5050,169725.926969,30.6,1241909.2607
5051,180277.608176,30.6,1366035.60232
5052,170560.70149,30.6,1246131.2159
5053,180676.136632,30.6,1371638.86538
5054,171073.673506,30.6,1251723.26669
5055,173847.342746,30.6,1306654.65046
5056,181285.036473,30.6,1362965.66789
5057,171022.815898,30.6,1257748.32714
5058,181698.965176,30.6,1383060.42076
5059,171969.358004,30.6,1262515.36991
5060,182168.17208,30.6,1389021.46861
5061,172522.079575,30.6,1268219.97447
5062,175305.30053,30.6,1323724.47368
5063,182859.917648,30.6,1380418.80388
5064,172527.086957,30.6,1274692.59848
5065,183308.238727,30.6,1401029.92445
5066,173528.400429,30.6,1279641.7083
5067,183802.521163,30.6,1407130.07039
5068,174100.10149,30.6,1285390.23124
5069,184412.683256,30.6,1413432.82902
5070,174727.26305,30.6,1291718.60468
5071,177537.083045,30.6,1348149.84866
5072,185249.222708,30.6,1405291.5556
5073,174799.229795,30.6,1298874.34576
5074,185744.724467,30.6,1426754.59776
5075,175910.650322,30.6,1304450.84712
5076,186352.374768,30.6,1433802.72966
5077,176613.801071,30.6,1311227.94308
5078,179438.903034,30.6,1368382.20896
5079,187287.296179,30.6,1425920.82763
5080,176732.601134,30.6,1318921.96616
5081,187801.647172,30.6,1447910.3454
5082,177893.865097,30.6,1324655.07028
5083,188429.433755,30.6,1455122.2511
5084,178618.265594,30.6,1331552.14743
5085,181448.614514,30.6,1389378.38683
5086,189433.346113,30.6,1447276.74545
5087,178763.355931,30.6,1339665.59749
5088,189957.381599,30.6,1469759.58367
5089,179971.040101,30.6,1345535.98503
5090,189606.161416,30.6,1477088.67961
5091,180804.917226,30.6,1352592.02343
5092,183586.268177,30.6,1411013.85382
5093,191700.358649,30.6,1469322.08938
5094,180907.68753,30.6,1361110.6887
5095,191200.286971,30.6,1492297.97389
5096,182267.097403,30.6,1367194.1844
5097,191888.68064,30.6,1499687.79157
5098,183061.329001,30.6,1374377.4335
5099,185817.943169,30.6,1433191.08367
5100,210546.148208,30.59,1602087.79974
5101,199816.426708,30.58,1501226.04119
5102,210934.816618,30.57,1618521.93499
5103,200813.088764,30.56,1505448.42411
5104,200700.595844,30.55,1562066.38296
5105,217434.674998,30.54,1604760.98684
5106,196235.207995,30.53,1517614.26628
5107,216194.124706,30.52,1625127.02311
5108,200346.734702,30.51,1520744.78846
5109,215285.524003,30.5,1633207.90881
5110,202535.55953,30.49,1524675.32531
5111,203852.065838,30.48,1579365.42852
5112,219834.667033,30.47,1622824.04074
5113,198017.478565,30.46,1538504.34231
5114,219052.254772,30.45,1642621.12124
5115,201875.346395,30.44,1537891.37966
5116,205619.512169,30.43,1589644.80459
5117,220252.654064,30.42,1634674.98189
5118,199168.073638,30.41,1549464.44268
5119,219941.325813,30.4,1653615.13111
5120,203085.212877,30.39,1550429.11406
5121,218607.698905,30.38,1662059.00948
5122,205202.347673,30.37,1554688.9832
5123,206580.946258,30.36,1610072.46858
5124,223032.528994,30.35,1652704.86463
5125,200317.197364,30.34,1570402.79668
5126,222023.323586,30.33,1673028.77715
5127,204583.176297,30.32,1570555.67353
5128,208520.01701,30.31,1622203.08189
5129,223310.774731,30.3,1667110.23323
5130,201194.496676,30.29,1583618.48746
5131,222001.328778,30.28,1687208.43914
5132,204517.800413,30.27,1584425.88521
5133,207985.953865,30.26,1638073.61306
5134,222750.366862,30.25,1682233.43757
5135,200460.614937,30.24,1598879.6264
5136,221380.907756,30.23,1702177.41452
5137,203920.668666,30.22,1599015.93647
5138,207202.129433,30.21,1652079.05631
5139,221928.422785,30.2,1695811.41016
5140,199846.227566,30.19,1612249.46518
5141,220606.099582,30.18,1716159.33031
5142,203314.469336,30.17,1612089.2256
5143,206581.324941,30.16,1665363.7088
5144,221155.682535,30.15,1708908.37569
5145,199410.747535,30.14,1624894.3919
5146,220002.475488,30.13,1729717.74842
5147,202945.591363,30.12,1624834.39238
5148,206263.79673,30.11,1678397.95993
5149,220714.417308,30.1,1722069.04685
5150,200148.567641,30.09,1632544.27681
5151,218914.89241,30.08,1741786.97111
5152,203265.893821,30.07,1637929.78092
5153,206071.232115,30.06,1689088.76749
5154,220259.176388,30.05,1735483.66314
5155,201329.855812,30.04,1639267.31678
5156,207182.854038,30.03,1692675.73456
5157,221413.841392,30.02,1732798.05576
5158,200955.235192,30.01,1641947.81824
5159,221087.162735,30.0,1749549.67752
5160,202453.853275,30.01,1648608.77586
5161,207431.222093,30.02,1694659.00284
5162,222300.863298,30.03,1731524.08474
5163,200899.513236,30.04,1647188.60801
5164,222550.331956,30.05,1749023.35603
5165,202623.538112,30.06,1650608.42676
5166,209176.463547,30.07,1697759.44682
5167,223732.971403,30.08,1731197.81006
5168,200792.285091,30.09,1652905.3304
5169,211148.376126,30.1,1690915.00186
5170,222383.393045,30.11,1735515.98227
5171,202146.769711,30.12,1651580.49335
5172,224559.519028,30.13,1748377.14837
5173,203814.082769,30.14,1651375.24454
5174,210843.478888,30.15,1696638.33645
5175,224593.674368,30.16,1735522.15329
5176,201950.247474,30.17,1656989.76377
5177,212196.713663,30.18,1694999.90433
5178,223625.505744,30.19,1738294.18081
5179,202857.868483,30.2,1655388.13823
5180,211932.941481,30.21,1696313.27537
5181,224200.902329,30.22,1737939.36556
5182,202550.049944,30.23,1657213.2124
5183,212235.515087,30.24,1696643.47515
5184,224102.33823,30.25,1738590.91723
5185,202740.646805,30.26,1657146.23453
5186,226005.898215,30.27,1750763.78512
5187,204297.414738,30.28,1656200.38651
5188,211687.623947,30.29,1700562.54714
5189,226100.564465,30.3,1732641.64084
5190,202182.216233,30.31,1662798.89403
5191,213143.090558,30.32,1702212.72607
5192,225139.513971,30.33,1745765.39051
5193,203797.464737,30.34,1667076.66446
5194,213423.541742,30.35,1708446.82542
5195,226132.320276,30.36,1750658.06327
5196,203922.601683,30.37,1673874.92381
5197,214213.060075,30.38,1713650.31504
5198,226501.607822,30.39,1756787.58044
5199,204614.085584,30.4,1679497.94808
5200,214714.31733,30.41,1719751.69393
5201,227231.465283,30.42,1762745.53764
5202,205063.215894,30.43,1686274.83515
5203,215398.496392,30.44,1725822.85113
5204,227777.987828,30.45,1768990.40102
5205,205630.773637,30.46,1692426.59687
5206,215955.815559,30.47,1731906.43472
5207,228390.489665,30.48,1775009.22525
5208,206142.260798,30.49,1698596.24255
5209,216537.064492,30.5,1738051.59396
5210,228990.631327,30.51,1781297.95808
5211,206709.161921,30.52,1705160.76131
5212,217150.667574,30.53,1744685.99585
5213,229635.326605,30.54,1787829.69056
5214,207242.938969,30.55,1711680.79104
5215,217886.121864,30.56,1756080.32735
5216,230896.12387,30.57,1799032.67051
5217,207951.37718,30.58,1724269.54107
5218,218887.318309,30.59,1762726.47321
5219,231196.53867,30.6,1806317.44835
5220,208903.614913,30.6,1730076.41293
5221,219362.072061,30.6,1769775.23105
5222,232086.853336,30.6,1812794.91275
5223,209368.43136,30.6,1737523.51669
5224,220160.985896,30.6,1776602.2801
5225,218340.019094,30.6,1766594.69338
5226,231319.303859,30.6,1822787.0244
5227,211043.706293,30.6,1741739.62294
5228,219931.823074,30.6,1785599.02038
5229,233960.829712,30.6,1825841.84123
5230,210025.474264,30.6,1753565.34464
5231,221640.117689,30.6,1791038.87877
5232,233812.615759,30.6,1835254.53757
5233,211505.002271,30.6,1758884.84552
5234,221985.836852,30.6,1798956.76939
5235,220443.082917,30.6,1788272.66536
5236,233299.072541,30.6,1844941.01245
5237,212978.636897,30.6,1763796.9991
5238,221887.198856,30.6,1807862.00385
5239,236100.243752,30.6,1847672.85971
5240,211838.408744,30.6,1776043.38734
5241,223657.233608,30.6,1813162.62551
5242,221306.440265,30.6,1804511.69935
5243,234934.065186,30.6,1859580.10989
5244,213956.031589,30.6,1779867.78375
5245,223342.881891,30.6,1822911.94739
5246,237321.227529,30.6,1863231.43121
5247,213129.245407,30.6,1791318.80453
5248,225686.783063,30.6,1829808.8831
5249,223263.573973,30.6,1821471.96335
5250,236803.861132,30.6,1874067.06574
5251,215864.705994,30.6,1796372.75025
5252,224990.377051,30.6,1836143.23761
5253,224235.209688,30.6,1823886.14278
5254,235857.047024,30.6,1873423.58971
5255,217683.081022,30.6,1805374.46289
5256,224237.869475,30.6,1837772.08523
5257,224617.414522,30.6,1828277.34951
5258,235762.98382,30.6,1874594.67369
5259,218342.584113,30.6,1811685.33562
5260,223848.72204,30.6,1838209.80404
5261,225217.784573,30.6,1834399.28505
5262,235574.337256,30.6,1875507.16193
5263,218916.604191,30.6,1817779.13311
5264,223681.304172,30.6,1838873.41822
5265,225788.499765,30.6,1840059.31263
5266,235513.818177,30.6,1876590.24553
5267,219470.042346,30.6,1822165.13985
5268,223551.994019,30.6,1839063.389
5269,226360.970038,30.6,1844972.07927
5270,235257.326572,30.6,1877303.54121
5271,221451.458122,30.6,1820266.17065
5272,222600.665311,30.6,1838522.48822
5273,228359.667645,30.6,1847343.02241
5274,234640.172494,30.6,1878030.02011
5275,223023.778305,30.6,1817841.82907
5276,224163.604834,30.6,1844211.42321
5277,227434.993591,30.6,1836420.82861
5278,235154.539248,30.6,1881771.20807
5279,224322.092941,30.6,1817346.84822
5280,224455.860131,30.58,1840765.84141
5281,227979.597172,30.56,1836780.67937
5282,224878.680063,30.54,1836754.70339
5283,236338.681197,30.52,1886045.78921
5284,223622.72767,30.5,1809958.41895
5285,224968.352908,30.48,1840901.82842
5286,227877.474811,30.46,1831189.12759
5287,234343.992478,30.44,1886062.60457
5288,224671.308886,30.42,1805537.37984
5289,224412.506978,30.4,1839557.27754
5290,228081.641373,30.38,1827898.04976
5291,223996.241817,30.36,1830565.03182
5292,236981.760487,30.34,1888497.88345
5293,221130.133461,30.32,1791832.62274
5294,225440.629435,30.3,1840917.32826
5295,227480.110119,30.28,1822443.56261
5296,223233.974324,30.26,1826409.68332
5297,236390.601103,30.24,1883993.39806
5298,220445.390235,30.22,1787825.09906
5299,224868.494403,30.2,1836658.18388
5300,226931.902482,30.18,1819394.08753
5301,222703.206386,30.16,1822999.88084
5302,235636.338381,30.14,1880254.17521
5303,219918.819862,30.12,1784009.54712
5304,224103.28644,30.1,1832626.56873
5305,226246.658328,30.08,1815331.06773
5306,221959.417495,30.06,1818866.00576
5307,224123.310415,30.04,1813890.53202
5308,232848.727651,30.02,1876158.50025
5309,220149.65199,30.0,1777095.06237
5310,222070.418694,29.98,1828324.17116
5311,225226.461579,29.96,1810441.9562
5312,219961.181209,29.94,1815315.3339
5313,222501.96104,29.92,1810044.26431
5314,230568.900094,29.9,1873083.50286
5315,218077.311799,29.88,1774210.46953
5316,219942.623858,29.86,1825852.51463
5317,223251.063928,29.84,1807909.96299
5318,217964.624026,29.82,1813133.37769
5319,220596.368578,29.8,1807757.92072
5320,228404.59509,29.78,1871258.96827
5321,215694.213542,29.76,1772550.30626
5322,217330.687904,29.74,1825244.84403
5323,220606.63231,29.72,1807195.32657
5324,213651.850472,29.7,1813703.44711
5325,216822.213324,29.68,1807756.06155
5326,213823.206766,29.66,1810882.61042
5327,228200.960126,29.64,1859559.62108
5328,208392.241137,29.62,1778545.72247
5329,214124.771126,29.6,1823186.91826
5330,214608.421192,29.58,1809333.27988
5331,211699.148193,29.56,1812686.51387
5332,213120.442476,29.54,1808706.04316
5333,211495.645159,29.52,1809940.24648
5334,228274.894538,29.5,1847163.71211
5335,199690.396615,29.48,1779844.80382
5336,206022.565433,29.46,1815015.75795
5337,205555.085001,29.44,1806806.85723
5338,205440.840499,29.42,1804743.48942
5339,205287.287383,29.4,1801899.56602
5340,177400.070649,29.3916666667,1528332.95794
5341,174967.70489,29.3833333333,1509226.24292
5342,182957.417615,29.375,1582140.1993
5343,172777.375001,29.3666666667,1476307.27374
5344,177247.677285,29.3583333333,1531577.95636
5345,175840.840437,29.35,1511623.34407
5346,175454.286755,29.3416666667,1517626.00539
5347,175127.291035,29.3333333333,1510986.7274
5348,174813.915044,29.325,1513415.26399
5349,174501.469127,29.3166666667,1509475.47024
5350,174179.561852,29.3083333333,1509455.19589
5351,173871.923025,29.3,1506599.38586
5352,179925.583124,29.2916666667,1574521.24667
5353,169931.803694,29.2833333333,1463596.84331
5354,174523.609576,29.275,1523045.44874
5355,173141.225132,29.2666666667,1500611.20631
5356,172835.01993,29.2583333333,1505621.41434
5357,172591.828923,29.25,1501483.98227
5358,172217.740838,29.2416666667,1498927.57807
5359,171848.763527,29.2333333333,1495762.15615
5360,171477.001532,29.225,1493117.95832
5361,171108.628777,29.2166666667,1490292.26399
5362,170739.015882,29.2083333333,1487666.2879
5363,177296.702039,29.2,1564376.23349
5364,166703.988217,29.1916666667,1441246.24787
5365,171558.868422,29.1833333333,1504102.05782
5366,169911.846698,29.175,1482348.70258
5367,169630.802652,29.1666666667,1482842.40034
5368,169259.835263,29.1583333333,1479225.84258
5369,168909.064871,29.15,1477171.99619
5370,168520.016861,29.1416666667,1473992.83069
5371,168138.566412,29.1333333333,1471332.60653
5372,167760.657343,29.125,1468405.58273
5373,167385.941256,29.1166666667,1465721.95268
5374,167010.826056,29.1083333333,1462862.13701
